Principle#,Principle Description,Warehouse#,Warehouse Description,Location#,Location Description,Item#,Item Description,Size,OnHand,OnSales,OnHand Base,OnSales Base,Stock Value OnHand,Stock Value OnSales,Tonnage,WAS,SWC,Age of Goods
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,854615,BAYCLIN 1LT LEMON (1X12),CTN-PCS,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"31,226","31,226",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,696826,BAYGON COIL STANDART MAX (1X60),,    77.  11.  0. 0 ,    77.  11.  0. 0 ,"4,631","4,631","10,929,484","10,929,484",0,2.012,35,242
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,696743,BAYGON COIL JMB MAX DB IS 10PSG (1X36),CTN-PCS,    22.  19.  0. 0 ,    22.  19.  0. 0 ,811,811,"4,015,204","4,015,204",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,696138,KIWI PASTE 100ML SP BLACK (1X72),CTN-PCS,     5.  62.  0. 0 ,     5.  62.  0. 0 ,422,422,"15,288,651","15,288,651",0,0.014,30,208
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,696134,KIWI PASTE 45ML SP BROWN (1X48),CTN-PCS,     2.   2.  0. 0 ,     2.   2.  0. 0 ,98,98,"1,954,206","1,954,206",0,0.019,5,36
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,695975,KIWI PASTE 45ML SP BLACK (1X48),CTN-PCS,    61.  24.  0. 0 ,    61.  18.  0. 0 ,"2,952","2,946","58,865,478","58,745,832",0,11.025,5,37
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,695974,KIWI LIQ WAX RICH S&P 75ML NEUTRAL (1X24),CTN-PCS,     2.   5.  0. 0 ,     2.   2.  0. 0 ,53,50,"1,794,922","1,693,323",0,0.005,11,69
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,695973,KIWI PASTE 17.5ML SP BROWN (1X144),CTN-PCS,     5.  56.  0. 0 ,     5.  56.  0. 0 ,776,776,"7,137,656","7,137,656",0,0.039,20,139
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,695972,KIWI PASTE 17.5ML SP BLACK (1X144),CTN-PCS,    15.  63.  0. 0 ,    15.  57.  0. 0 ,"2,223","2,217","20,447,176","20,391,988",0,1.133,8,56
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,695971,KIWI PASTE 45ML SP NEUTRAL (1X48) NEW,,     3.   1.  0. 0 ,     3.   1.  0. 0 ,145,145,"2,891,428","2,891,428",0,0.006,24,174
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,692298,BOP 10ML CITRUS FRESH (1X24),CTN-PCS,     4.   1.  0. 0 ,     4.   1.  0. 0 ,97,97,"1,781,119","1,781,119",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,688724,BOS 600ML FRAGRANCEFREE (1X12),CTN-PCS,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"55,925","55,925",0,0.007,0,2
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,688722,BOS 800ML FRAGRANCEFREE (1X12),CTN-PCS,     9.   5.  0. 0 ,     9.   2.  0. 0 ,113,110,"3,976,329","3,870,763",0,0.005,23,161
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,688719,BOS 175ML FRAGRANCEFREE (1X24),CTN-PCS,     7.  15.  0. 0 ,     7.  15.  0. 0 ,183,183,"1,533,251","1,533,251",0,0.015,12,84
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,685835,BGY KERTAS AKSI CEPAT LAV (1X4),CTN-PCK,     8.   1.  0. 0 ,     8.   1.  0. 0 ,33,33,"1,521,773","1,521,773",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,682008,BYG LIQ REFIL 33ML EUCALYPTUS NEW (1X12X12),CTN-PCK-PCS,     3.   5. 11. 0 ,     3.   5. 11. 0 ,503,503,"8,074,186","8,074,186",0,0.016,31,222
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,677058.,BYG LIQ REFIL 33ML REGULAR VM (1X12X12),CTN-PCK-PCS,     4.   4.  9. 0 ,     4.   4.  9. 0 ,633,633,"10,160,954","10,160,954",0,0.012,53,372
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,676075,BAYGON KERTAS AKSI CEPAT FB (1X4X30),CTN-RCG-PCS,     1.   3.  6. 0 ,     1.   3.  6. 0 ,216,216,"332,022","332,022",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,673176,OFF! FOR FAMILY 150GR (1X12),CTN-PCS,     2.   9.  0. 0 ,     2.   9.  0. 0 ,33,33,"673,175","673,175",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,654009,AUTAN SPRITZ 100ML REFRESH (1X12X12),CTN-PCK-PCS,     6.   1.  6. 0 ,     6.   1.  3. 0 ,882,879,"10,388,143","10,352,809",0,1.029,5,35
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,407430,BAR 200ML FLOWER GARDEN GT MP (1X12),,    67.   6.  0. 0 ,    67.   6.  0. 0 ,810,810,"8,614,350","8,614,350",0,68.000,1,7
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,407314,BAR 200ML CITRUL FRESH GT MP (1X12),,    52.   8.  0. 0 ,    52.   8.  0. 0 ,632,632,"6,721,320","6,721,320",0,73.010,1,5
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,395211,BAYGON COIL JMB MAX GREEN (1X60),,    92.  57.  0. 0 ,    92.  57.  0. 0 ,"5,577","5,577","17,805,409","17,805,409",0,10.027,9,62
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,395186,BAYGON COIL JMB MAX LAV NEW (1X60),,   211.  57.  0. 0 ,   211.  57.  0. 0 ,"12,717","12,717","40,601,057","40,601,057",0,16.051,13,87
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,395185,BAYGON COIL JMB MAX DB NEW (1X60),,   357.   3.  0. 0 ,   356.  58.  0. 0 ,"21,423","21,418","68,396,141","68,380,178",0,31.047,11,78
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,391634,BAR 675ML CITRUS FRESH (1X12),,  1188.   3.  0. 0 ,  1188.   0.  0. 0 ,"14,259","14,256","461,329,840","461,232,779",0,95.009,12,86
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,391632,BAR 400ML CITRUS FRESH (1X12),,   566.   2.  0. 0 ,   565.  11.  0. 0 ,"6,794","6,791","138,560,777","138,499,593",0,38.001,15,103
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,391261,AUTAN SPRITZ 80 ML SAKURA (1X12X12),,    12.   3.  2. 0 ,    12.   2. 11. 0 ,"1,766","1,763","20,800,301","20,764,967",0,0.016,110,757
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,391219,AUTAN SPRITZ 80 ML CITRUS (1X12X12),,     1.   8.  8. 0 ,     1.   8.  5. 0 ,248,245,"2,920,996","2,885,661",0,0.017,15,103
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,391217,AUTAN SPRITZ 80 ML REFRESH (1X12X12),,    30.  10.  8. 0 ,    30.  10.  8. 0 ,"4,448","4,448","52,389,478","52,389,478",0,0.001,"4,448",33360
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,388052,KIWI LIQ WAX RICH S&P 75ML BLACK (1X24),,   131.   3.  0. 0 ,   130.  21.  0. 0 ,"3,147","3,141","106,577,750","106,374,551",0,3.003,42,289
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,387553,KIWI LIQ SHINE&PRO S&P 30ML BROWN (1X48),,     1.  13.  0. 0 ,     1.  13.  0. 0 ,61,61,"931,023","931,023",0,0.010,6,44
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,387551,KIWI LIQ WAX RICH S&P 75ML BROWN (1X24),,     2.   9.  0. 0 ,     2.   9.  0. 0 ,57,57,"1,930,388","1,930,388",0,0.002,29,214
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,387549,KIWI LIQ SHINE&PRO S&P 30ML NEUTRAL (1X48),,    39.   8.  0. 0 ,    39.   8.  0. 0 ,"1,880","1,880","28,693,838","28,693,838",0,0.007,269,1945
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,387547,KIWI LIQ WAX RICH S&P 75ML NEUTRAL (1X24),,    11.   6.  0. 0 ,    11.   6.  0. 0 ,270,270,"9,143,944","9,143,944",0,0.001,270,1350
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,385384,BAR 600ML FLOWER GARDEN + 75ML (1X12),,  2382.  10.  0. 0 ,  2382.  10.  0. 0 ,"28,594","28,594","925,118,552","925,118,552",0,92.002,26,179
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,385342,AUTAN TUBE 50ML JERUK NEW (1X144),,    11.  44.  0. 0 ,    11.  44.  0. 0 ,"1,628","1,628","14,347,564","14,347,564",0,0.142,11,79
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,385338,AUTAN TUBE 50ML SAKURA NEW (1X144),,    20.  30.  0. 0 ,    20.  27.  0. 0 ,"2,910","2,907","25,645,830","25,619,391",0,4.108,4,29
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,385336,AUTAN TUBE 50ML LAVENDER (1X144),,     4. 113.  0. 0 ,     4. 110.  0. 0 ,689,686,"6,072,157","6,045,718",0,0.013,53,356
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,385330,AUTAN SACHET 5ML SAKURA (1X8X12),,    29.   0.  6. 0 ,    28.   7.  6. 0 ,"2,790","2,778","11,818,607","11,767,775",0,2.054,11,78
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,385328,AUTAN SACHET 5ML LAVENDER (1X8X12),,    22.   7.  9. 0 ,    22.   7.  9. 0 ,"2,205","2,205","9,340,534","9,340,534",0,0.055,40,279
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,383382,BAYCLIN 1LT REGULAR NAW (1X12),,   102.  10.  0. 0 ,   101.   4.  0. 0 ,"1,234","1,216","20,274,719","19,978,977",0,116.011,1,6
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,383380,BAYCLIN 500ML LEMON NAW (1X12),,    34.   2.  0. 0 ,    34.   2.  0. 0 ,410,410,"3,959,678","3,959,678",0,7.003,5,33
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,383376,BAYCLIN 500ML REGULAR NAW (1X12),,   589.   2.  0. 0 ,   588.   8.  0. 0 ,"7,070","7,064","68,280,858","68,222,911",0,63.001,9,65
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,383374,BAYCLIN 200ML REGULAR NAW (1X4X12),,   224.   3.  8. 0 ,   224.   2.  5. 0 ,"10,796","10,781","44,477,037","44,415,240",0,34.015,7,45
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,383372,BAYCLIN 100ML REGULAR NAW (1X8X12),,   188.   6.  1. 0 ,   188.   3.  1. 0 ,"18,121","18,085","46,613,011","46,520,407",0,20.037,9,64
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,382313,BYG LIQ REFIL 45+15 ML JASMINE (1X12X12),,    21.   5.  1. 0 ,    21.   5.  1. 0 ,"3,085","3,085","49,518,415","49,518,415",0,0.034,91,625
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,381243.,AUTAN SACHET 10ML JERUK EXTRAFILL (1X8X6),,    15.   0.  0. 0 ,    15.   0.  0. 0 ,720,720,"5,651,114","5,651,114",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,373251,BAYGON POMPA KECIL NEW (1X24),,     4.   8.  0. 0 ,     4.   8.  0. 0 ,104,104,"1,464,874","1,464,874",0,0.008,13,87
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,372968,BAR 750ML FLOWER GARDEN (1X12),,   151.   9.  0. 0 ,   151.   6.  0. 0 ,"1,821","1,818","70,652,378","70,535,982",0,4.009,32,223
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,372227,BAR 675ML EUCALYPTUS (1X12),,    18.  10.  0. 0 ,    18.  10.  0. 0 ,226,226,"8,287,816","8,287,816",0,0.005,45,323
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371835,BAR 750ML SILKY LAVENDER NEW (1X12),,   156.   2.  0. 0 ,   156.   2.  0. 0 ,"1,874","1,874","72,708,708","72,708,708",0,17.003,9,63
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371833,BAR 750ML CITRUS FRESH NEW (1X12),,   283.   4.  0. 0 ,   283.   1.  0. 0 ,"3,400","3,397","131,915,478","131,799,082",0,4.001,69,477
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371829,BAR 600ML JAPANESE PEACH NEW (1X12),,   505.   9.  0. 0 ,   505.   9.  0. 0 ,"6,069","6,069","196,353,877","196,353,877",0,22.011,22,153
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371827,BAR 600ML ZEN GARDEN NEW (1X12),,    16.   2.  0. 0 ,    16.   2.  0. 0 ,194,194,"6,276,595","6,276,595",0,2.000,8,56
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371825,BAR 600ML CHERRY BLOSSOM NEW (1X12),,   385.   1.  0. 0 ,   385.   1.  0. 0 ,"4,621","4,621","149,505,893","149,505,893",0,26.001,15,102
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371823,BAR 600ML SILKY LAVENDER NEW (1X12),,   286.   3.  0. 0 ,   286.   3.  0. 0 ,"3,435","3,435","111,134,547","111,134,547",0,3.002,90,632
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371819,BAR 400ML SILKY LAVENDER (1X12),,   692.   8.  0. 0 ,   692.   7.  0. 0 ,"8,312","8,311","169,519,749","169,499,354",0,16.010,41,285
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371817,BAR 400ML FLOWER GARDEN (1X12),,   667.   4.  0. 0 ,   667.   0.  0. 0 ,"8,008","8,004","163,319,797","163,238,218",0,38.001,18,121
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371815,BAR 200ML SILKY LAVENDER NEW (1X12),,   406.   7.  0. 0 ,   406.   4.  0. 0 ,"4,879","4,876","72,782,775","72,738,023",0,19.008,21,143
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371813,BAR 200ML JAPANESE PEACH (1X12),,   224.  10.  0. 0 ,   224.  10.  0. 0 ,"2,698","2,698","40,247,415","40,247,415",0,8.005,27,184
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371811,BAR 200ML CITRUS FRESH NEW (1X12),,   219.   3.  0. 0 ,   219.   0.  0. 0 ,"2,631","2,628","39,248,153","39,203,400",0,22.009,10,67
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,371799,BAR 200ML FLOWER GARDEN NEW (1X12),,  1153.   3.  0. 0 ,  1153.   3.  0. 0 ,"13,839","13,839","206,444,390","206,444,390",0,63.004,18,126
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370557,BAR 500ML MAX MATCHA (1X12),,   105.   9.  0. 0 ,   105.   9.  0. 0 ,"1,269","1,269","40,172,835","40,172,835",0,2.007,41,280
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370553,BAR 500ML MAX CHERRY BERRY (1X12),,   287.   3.  0. 0 ,   286.  11.  0. 0 ,"3,447","3,443","109,121,955","108,995,326",0,19.010,14,100
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370349,BAR 500ML MAX FLORAL (1X12),,   252.   5.  0. 0 ,   252.   5.  0. 0 ,"3,029","3,029","95,887,296","95,887,296",0,12.010,20,136
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370294,AUTAN SACHET 10ML FLORAL EXTRAFILL (1X8X6),,     1.   5.  4. 0 ,     1.   5.  4. 0 ,82,82,"643,599","643,599",0,0.001,82,492
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370292,AUTAN SACHET 6ML JERUK (1X8X12),,    45.   2.  6. 0 ,    45.   0.  6. 0 ,"4,350","4,326","18,426,905","18,325,239",0,4.068,10,67
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370290,AUTAN TUBE 50ML JERUK (1X144),,    12. 123.  0. 0 ,    12. 123.  0. 0 ,"1,851","1,851","16,312,863","16,312,863",0,0.044,42,291
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370284,AUTAN TUBE 50ML CARE PROTECT (1X144),,     3. 104.  0. 0 ,     3. 104.  0. 0 ,536,536,"4,723,768","4,723,768",0,0.039,14,95
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370282,AUTAN TUBE 50ML FLORAL PROTECT (1X144),,    14.   1.  0. 0 ,    14.   1.  0. 0 ,"2,017","2,017","17,775,821","17,775,821",0,0.051,40,271
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370276,AUTAN SACHET 6ML FLORAL PROTECT (1X8X12),,   266.   6. 11. 0 ,   266.   2. 11. 0 ,"25,619","25,571","108,523,877","108,320,546",0,17.034,15,106
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,370274,AUTAN SACHET 6ML CARE PROTECT (1X8X12),,     0.   2.  4. 0 ,     0.   1.  4. 0 ,28,16,"118,610","67,777",0,1.060,0,1
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,343137,BYG LIQ REFIL 33ML FRS MANDARIN (1X12X12),,     7.   3.  4. 0 ,     7.   3.  4. 0 ,"1,048","1,048","16,822,559","16,822,559",0,0.014,75,499
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,325006,BYG LIQ ELEK DUAL SET NEW (1X8X6),,     1.   5.  2. 0 ,     1.   5.  2. 0 ,80,80,"1,584,514","1,584,514",0,0.014,6,41
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,321890,BYG LIQ REFIL 22ML LAVENDER BB (1X144),,     3. 120.  0. 0 ,     3. 120.  0. 0 ,552,552,"7,363,636","7,363,636",0,0.032,17,117
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,321889,BYG LIQ ELEK REFIL STRATER 22ML LAV (1X24),,     0.   6.  0. 0 ,     0.   6.  0. 0 ,6,6,"94,406","94,406",0,1.001,0,2
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,306518,BOP 10ML ORANGE BLOSSOM (1X24),,    18.   5.  0. 0 ,    18.   5.  0. 0 ,437,437,"8,024,216","8,024,216",0,.,0,0
101,PT. JOHNSON HOME HYGIENE PRODUCTS,201001,GUDANG UTAMA,201R01,RAK UTAMA,306517,BOP 10ML FLOWER GARDEN (1X24),,    58.  23.  0. 0 ,    58.  23.  0. 0 ,"1,415","1,415","25,978,806","25,978,806",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,99196-04801-43,NBODY SERUM C&AHA VITAMIN 170ML (1X24),,    34.  19.  0. 0 ,    34.  19.  0. 0 ,835,835,"22,108,571","22,108,571",0,5.004,7,47
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,99193-04801-43,NBODY SERUM SUPER C+ VITAMIN 170ML (1X24),,    25.  21.  0. 0 ,    25.  21.  0. 0 ,621,621,"32,927,153","32,927,153",0,1.017,15,106
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,99190-07700-43,NBODY C&E VITAMIN 300ML (1X12),,     3.   0.  0. 0 ,     3.   0.  0. 0 ,36,36,"1,487,958","1,487,958",0,0.004,9,68
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98960-04800-69,NDEO MEN B&W EPIC NIGHT R-ON 50ML (1X24),,   106.   0.  0. 0 ,   106.   0.  0. 0 ,"2,544","2,544","39,984,175","39,984,175",0,11.006,9,65
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98952-04800-66,NDEO MEN DERMA CONTROL DEF ANTI-PERS (1X24),,   101.  18.  0. 0 ,   101.  18.  0. 0 ,"2,442","2,442","39,934,026","39,934,026",0,12.023,8,54
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98941-04800-41,NBO LOTION INTENSIVE MOIST 190ML (1X24),,   132.  18.  0. 0 ,   132.  18.  0. 0 ,"3,186","3,186","58,477,182","58,477,182",0,13.016,10,67
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98929-04800-42,NBO INST GLOW WHT LTN 190ML (1X24),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"24,530","24,530",0,9.007,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98928-04800-42,NBO EXT W REPAIR & PROTECT SPF 15 190ML (1X24),,     5.   4.  0. 0 ,     5.   4.  0. 0 ,124,124,"3,041,658","3,041,658",0,2.007,2,16
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98922-04800-42,NBO FIRMING & SMOOTH LOT 190ML (1X24),,     0.   8.  0. 0 ,     0.   8.  0. 0 ,8,8,"182,936","182,936",0,0.007,1,9
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98918-04800-42,NBO EXT WHITE RADIANT & SMOTH 380 ML (1X12),,     7.   8.  0. 0 ,     7.   8.  0. 0 ,92,92,"4,459,100","4,459,100",0,0.009,10,75
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98917-04800-42,NBO EXT WHITE RADIANT & SMOTH 190ML (1X24),,     2.   9.  0. 0 ,     2.   9.  0. 0 ,57,57,"1,398,182","1,398,182",0,1.009,2,12
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98535-04800-67,NDEO WOMEN HIJAB FRESH LOTION RCG 9ML (1X180),,     0. 141.  0. 0 ,     0. 129.  0. 0 ,141,129,"172,934","158,216",0,2.084,0,2
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98535-04800-32,NDEO WOMEN HIJAB FRESH LOTION RCG 9ML (1X180),,     0.   3.  0. 0 ,,3,0,"3,679",0,0,1.071,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98500-04800-67,NDEO WOMEN BRIGHT HIJAB SOFT R-ON 50ML (1X24),,    46.  22.  0. 0 ,    46.  10.  0. 0 ,"1,126","1,114","19,794,494","19,583,541",0,18.018,3,17
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,98446-04801-43,NBODY SUPER VITAMIN SERUM 70ML (1X24),,    18.   6.  0. 0 ,    18.   6.  0. 0 ,438,438,"10,287,105","10,287,105",0,5.001,4,25
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,95672-04800-32,NDEO MEN COOL KICK LOTION RCG 9ML (1X180),,     0.   6.  0. 0 ,,6,0,"7,359",0,0,1.115,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,94299-04800-01,NFC MUC MICELLAIR WATER DERMA ACNE 125ML (1X24),,   110.   0.  0. 0 ,   110.   0.  0. 0 ,"2,640","2,640","69,614,714","69,614,714",0,4.013,24,168
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,94291-04800-01,NFC MUC MICELLAIR WATER SOOTHING 125ML (1X24),,   144.  11.  0. 0 ,   144.  11.  0. 0 ,"3,467","3,467","91,422,051","91,422,051",0,14.015,10,68
