Principle#,Principle Description,Warehouse#,Warehouse Description,Location#,Location Description,Item#,Item Description,Size,OnHand,OnSales,OnHand Base,OnSales Base,Stock Value OnHand,Stock Value OnSales,Tonnage,WAS,SWC,Age of Goods
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,93830-04800-43,NIVEA EXT BRIGHT 10 PERFECT VIT GLOW SERUM 170ML (1X24),,     0.   6.  0. 0 ,     0.   6.  0. 0 ,6,6,"189,695","189,695",0,57.008,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,93825-07700-43,NIVEA SUPER 10 YOUTH PERFECT SERUM 170ML (1X24),,    20.   2.  0. 0 ,    20.   2.  0. 0 ,482,482,"15,238,811","15,238,811",0,2.006,9,62
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,93767-04800-40,NIVEA EX BRIGHT 10 SUPER VIT & SKIN FOODS (1X24),,     9.  19.  0. 0 ,     9.  19.  0. 0 ,235,235,"7,429,711","7,429,711",0,0.002,118,881
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,93645-04800-26,NIVEA SUN DAILY PROTECTION SPF 33 100ML (1X48),,     9.  46.  0. 0 ,     9.  40.  0. 0 ,478,472,"15,275,202","15,083,463",0,0.006,80,574
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,93422-04888-01,NIVEA LIP CARING COLOR CORAL (1X24),,    78.   6.  0. 0 ,    78.   3.  0. 0 ,"1,878","1,875","50,596,212","50,515,388",0,6.009,12,85
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,93408-04888-01,NIVEA LIP CARING COLOR ROSE (1X24),,    23.   2.  0. 0 ,    22.  23.  0. 0 ,554,551,"14,925,630","14,844,805",0,2.023,8,54
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,91816-04800-69,NDEO WOMEN B&W AUTHENTIC R-ON 50ML (1X24),,   119.   0.  0. 0 ,   119.   0.  0. 0 ,"2,856","2,856","48,001,506","48,001,506",0,9.009,13,88
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,91794-04800-66,NDEO WOMEN DERMA CONTROL RESTORE ANTI-PERS (1X24),,    34.  21.  0. 0 ,    34.  21.  0. 0 ,837,837,"14,714,008","14,714,008",0,0.011,76,546
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,91780-04800-66,NDEO WOMEN DERMA CONTROL BRGHT REPAIR ANTI-PERS (1X24),,    12.  17.  0. 0 ,    12.  17.  0. 0 ,305,305,"5,361,735","5,361,735",0,1.011,9,60
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,91768-04800-66,NDEO WOMEN DERMA CONTROL DEF ANTI-PERS (1X24),,    42.  11.  0. 0 ,    42.  11.  0. 0 ,"1,019","1,019","17,913,470","17,913,470",0,6.006,7,47
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,89270-04888-01,NFC MUC MICELLAIR OIL ACNE CARE 125ML (1X30),,    77.  25.  0. 0 ,    77.  25.  0. 0 ,"2,335","2,335","61,572,105","61,572,105",0,1.003,71,483
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,89193-04800-37,NBO INTENSIVE MOIST SERUM 180ML (1X24),,     0.  12.  0. 0 ,     0.  12.  0. 0 ,12,12,"317,728","317,728",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,89059-04800-42,NIVEA SOFT 100ML (1X6X6),,     2.   3.  3. 0 ,     2.   3.  3. 0 ,93,93,"2,027,772","2,027,772",0,0.014,7,47
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,89054-04800-42,NIVEA SOFT 50ML (1X8X6),,     1.   2.  3. 0 ,     1.   2.  3. 0 ,63,63,"847,085","847,085",0,0.045,1,10
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88880-04800-29,NMEN W OIL SCRUB 100ML (1X24),,    34.  14.  0. 0 ,    34.  14.  0. 0 ,830,830,"23,074,066","23,074,066",0,0.023,36,252
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88868-04800-29,NMEN OIL ANTI SHINE FOAM 50ML (1X36),,     0.  17.  0. 0 ,     0.  17.  0. 0 ,17,17,"322,790","322,790",0,0.009,2,14
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88836-04800-34,NMF WASH ANTI DARK SPOT F 100ML (1X24),,    32.   2.  0. 0 ,    32.   2.  0. 0 ,770,770,"21,406,077","21,406,077",0,20.012,2,11
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88835-04800-34,NMF WASH ANTI DARK SPOT F 50ML (1X36),,     4.   3.  0. 0 ,     4.   3.  0. 0 ,147,147,"2,791,183","2,791,183",0,0.033,4,31
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88670-04810-69,NDEO WOMEN B&W FRESH R-ON 50ML (1X24),,     4.  16.  0. 0 ,     4.  16.  0. 0 ,112,112,"1,882,412","1,882,412",0,1.002,4,30
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88521-04810-23,NM DEEP ACNE ATTACK F WASH 100ML (1X24),,   135.   0.  0. 0 ,   135.   0.  0. 0 ,"3,240","3,240","90,072,324","90,072,324",0,1.004,116,797
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88498-04800-42,NBO RADIANT & SMOTH SERUM 180ML (1X24),,    29.  11.  0. 0 ,    29.  11.  0. 0 ,707,707,"16,202,255","16,202,255",0,3.005,9,64
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88383-04800-42,NBODY UV EXT WH FIRMING 100ML (1X48),,     3.  46.  0. 0 ,     3.  46.  0. 0 ,190,190,"2,934,455","2,934,455",0,0.012,16,110
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88367-04800-42,NBO SERUM NGT WHT FIRMING 180ML (1X24),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"68,751","68,751",0,8.017,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88357-04800-42,NBO EXT W RADIANT & SMOTH 100ML (1X48),,     2.  20.  0. 0 ,     2.  20.  0. 0 ,116,116,"1,791,562","1,791,562",0,0.027,4,29
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88318-04810-42,NBO SERUM REPAIR & PRO SPF 15 180ML (1X24),,   342.   2.  0. 0 ,   292.   2.  0. 0 ,"8,210","7,010","188,147,913","160,647,609",0,47.021,7,49
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,88317-04800-42,NBO SERUM INST GLOW SPF 25 180ML (1X24),,    24.   7.  0. 0 ,    24.   7.  0. 0 ,583,583,"13,360,559","13,360,559",0,6.019,4,25
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,86724-04800-12,NIVEA VIS CLEAN SPARK W FACIAL F 100ML (1X24),,     8.  16.  0. 0 ,     8.  13.  0. 0 ,208,205,"5,158,826","5,084,420",0,6.004,1,10
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,86574-04800-29,NMEN COOLING FOAM 50ML (1X36),,     5.  11.  0. 0 ,     5.  11.  0. 0 ,191,191,"4,424,849","4,424,849",0,0.015,13,86
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,86569-04811-29,NMEN COOLING FOAM 100ML (1X24),,     1.  13.  0. 0 ,     1.  13.  0. 0 ,37,37,"1,048,773","1,048,773",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,86569-04800-29,NMEN COOLING FOAM 100ML (1X24),,    84.   4.  0. 0 ,    84.   4.  0. 0 ,"2,020","2,020","57,257,324","57,257,324",0,1.000,84,572
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85970-04800-64,NDEO MEN INV B&W FRS R-ON 50ML (1X24),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"15,717","15,717",0,21.010,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85968-04800-64,NDEO WOMEN W SILK TOUCH R-ON 50ML (1X24),,    35.   6.  0. 0 ,    34.  16.  0. 0 ,846,832,"14,603,229","14,361,568",0,17.019,2,14
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85673-04800-25,NIVEA SUN MOISTURISING SPF 50 75ML (1X48),,     1.  13.  0. 0 ,     1.  13.  0. 0 ,61,61,"5,568,839","5,568,839",0,0.002,31,203
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85666-04888-25,NSUN PROTECT SPF50 PA+++ 200ML (1X12),,     0.  10.  0. 0 ,     0.  10.  0. 0 ,10,10,"2,223,508","2,223,508",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85597-04800-25,NIVEA SUN MOISTURISING SPF 30 75ML (1X48),,     1.   1.  0. 0 ,     1.   1.  0. 0 ,49,49,"3,128,219","3,128,219",0,0.002,25,147
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85366-04800-67,NDEO MEN DEEP ESPRESSO R-ON 50ML (1X24),,     0.   9.  0. 0 ,     0.   3.  0. 0 ,9,3,"141,453","47,151",0,7.022,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85316-04800-64,NDEO WOMEN W ANT BAC R-ON 50ML (1X24),,    12.   2.  0. 0 ,    12.   2.  0. 0 ,290,290,"5,098,049","5,098,049",0,3.005,4,26
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85083-04800-54,NIVEA LIP CARE S F STRAWBERYY (1X24),,    59.  11.  0. 0 ,    59.   8.  0. 0 ,"1,427","1,424","35,558,471","35,483,716",0,21.017,3,19
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,85061-04800-54,NIVEA LIP CARE ESSENTIAL 4.8G (1X24),,    20.  10.  0. 0 ,    20.   7.  0. 0 ,490,487,"12,209,987","12,135,232",0,4.010,5,32
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,84910-04888-01,NFC MUC MICELLAIR PEARL BRIGHT 125ML (1X30),,     8.  14.  0. 0 ,     8.  14.  0. 0 ,254,254,"6,697,779","6,697,779",0,0.001,254,1905
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,84910-04823-12,NFC MUC MICELLAIR PEARL BRIGHT 125ML (1X30),,    48.  16.  0. 0 ,    48.  16.  0. 0 ,"1,456","1,456","38,393,570","38,393,570",0,1.003,44,301
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,84602-04800-41,NBO SERUM WHITENING COOLING HIJAB  (1X24),,     4.  21.  0. 0 ,     4.  21.  0. 0 ,117,117,"3,029,393","3,029,393",0,0.013,9,63
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83821-04800-42,NBO SERUM ANTI AGE SPF 33 180ML (1X24),,     6.   1.  0. 0 ,     6.   1.  0. 0 ,145,145,"5,796,230","5,796,230",0,1.007,5,32
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83781-04800-64,NDEO WOMEN HAPPY SHAVE R-ON 50ML (1X24),,     0.   3.  0. 0 ,,3,0,"51,785",0,0,4.016,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83747-04800-64,NDEO WOMEN EXT WHITE R-ON 50ML (1X24),,     3.   4.  0. 0 ,,76,0,"1,311,874",0,0,58.022,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83735-04800-67,NDEO WOMEN PRL & BTY R-ON 50ML (1X24),,     1.   6.  0. 0 ,     1.   6.  0. 0 ,30,30,"517,845","517,845",0,26.000,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83734-04800-67,NDEO WOMEN PRL&BTY R-ON 25ML (1X30),,    14.   2.  0. 0 ,    14.   2.  0. 0 ,422,422,"4,255,596","4,255,596",0,3.010,4,29
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83731-07700-67,NDEO WOMEN PRL&BTY SPRAY 150ML (1X12),,     2.   9.  0. 0 ,     2.   9.  0. 0 ,33,33,"1,424,074","1,424,074",0,0.005,7,47
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,83445-04800-64,NDEO WOMEN HIJAB FRESH R-ON 50ML (1X24),,    39.  11.  0. 0 ,    39.  11.  0. 0 ,947,947,"16,647,768","16,647,768",0,31.009,1,9
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82978-04800-64,NDEO MEN COOL KICK R-ON 25ML (1X30),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"10,084","10,084",0,3.029,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82967-07700-64,NDEO WOMEN EXT WHITE SPRAY 150ML (1X12),,    11.   2.  0. 0 ,    11.   2.  0. 0 ,134,134,"5,782,603","5,782,603",0,3.005,3,22
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82886-04800-64,NDEO MEN COOL KICK R-ON 50ML (1X24),,    16.   7.  0. 0 ,    12.  10.  0. 0 ,391,298,"6,145,367","4,683,681",0,39.017,0,3
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82883-07700-67,NDEO MEN COOL KICK SPRAY 150ML (1X12),,     1.   8.  0. 0 ,     1.   8.  0. 0 ,20,20,"799,480","799,480",0,0.001,20,200
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82864-04800-64,NDEO WOMEN EXT WHITE R-ON 25ML (1X30),,    15.  22.  0. 0 ,    12.  11.  0. 0 ,472,371,"4,759,813","3,741,294",0,10.011,2,10
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82808-04805-67,NDEO MEN FRESH ACTIVE R-ON 50ML (1X24),,     9.  14.  0. 0 ,     9.  14.  0. 0 ,230,230,"3,614,922","3,614,922",0,0.015,15,110
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82379-04800-28,NMF WASH OIL CONTROL F 50ML (1X36),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"56,963","56,963",0,0.017,0,1
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82378-04800-28,NMEN ACNE OIL DEFENSE FOAM 100ML (1X24),,    59.  17.  0. 0 ,    59.  17.  0. 0 ,"1,433","1,433","39,837,515","39,837,515",0,0.023,62,421
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82246-04800-69,NDEO MEN B&W R-ON 25ML (1X30,,    50.   0.  0. 0 ,    50.   0.  0. 0 ,"1,500","1,500","15,126,525","15,126,525",0,0.014,107,750
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82246-04800-64,NDEO MEN B&W R-ON 25ML (1X30),,   344.  17.  0. 0 ,   344.  17.  0. 0 ,"10,337","10,337","104,241,926","104,241,926",0,5.021,60,418
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82245-04800-64,NDEO MEN B&W R-ON 50ML (1X24),,   129.  10.  0. 0 ,   125.  13.  0. 0 ,"3,106","3,013","48,817,157","47,355,472",0,32.021,4,27
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82241-04888-02,NDEO MEN BW SPRAY 150ML (1X12),,    12.   2.  0. 0 ,    12.   2.  0. 0 ,146,146,"5,836,204","5,836,204",0,0.001,146,730
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82240-04800-69,NDEO WOMEN B&W R-ON 50ML (1X24),,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"67,229","67,229",0,9.005,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82237-04800-69,NDEO WOMEN B&W SPRAY 150ML (1X12),,     7.   3.  0. 0 ,     7.   3.  0. 0 ,87,87,"3,754,376","3,754,376",0,0.001,87,435
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,82235-04800-69.,NDEO WOMEN B&W R-ON 25ML (1X30),,     4.  26.  0. 0 ,     4.  26.  0. 0 ,146,146,"1,472,315","1,472,315",0,1.026,3,18
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,81858-04800-42,NIVEA CREME RADIANT & SMOTH 100ML (1X6X6),,     1.   3.  0. 0 ,     1.   3.  0. 0 ,54,54,"1,422,711","1,422,711",0,0.005,11,77
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,81775-04800-34,NIVEA MEN FACIAL WASH COOLING VOLCANIC MUD 100ML,,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"56,690","56,690",0,16.008,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,81612-04800-64,NDEO WOMEN DRY COMFORT R-ON 25ML (1X30),,     0.   3.  0. 0 ,,3,0,"30,253",0,0,2.004,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,81611-04800-64,NDEO WOMEN DRY COMFORT R-ON 50ML (1X24),,     0.   2.  0. 0 ,,2,0,"33,615",0,0,2.022,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,81610-04800-64,NDEO MEN DRY IMPACT R-ON 50ML (1X24),,     3.   9.  0. 0 ,     3.   7.  0. 0 ,81,79,"1,273,080","1,241,646",0,2.014,1,9
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,80243-04800-42,NBO SERUM REPAIR & PRO SPF 15 70ML (1X48),,     8.  33.  0. 0 ,     8.  27.  0. 0 ,417,411,"4,684,032","4,616,636",0,0.033,13,86
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,80232-04800-41,NBO INTENSIVE MOIST 100ML (1X48),,     4.  30.  0. 0 ,     4.  30.  0. 0 ,222,222,"3,428,679","3,428,679",0,0.024,9,65
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,80031-04800-78,NDEO MEN DEEP R-ON 50ML (1X24),,     4.  19.  0. 0 ,     4.  13.  0. 0 ,115,109,"1,807,461","1,713,158",0,22.005,0,1
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,80030-04800-67,NDEO MEN DEEP R-ON 25ML (1X30),,     4.  26.  0. 0 ,     4.  26.  0. 0 ,146,146,"1,472,315","1,472,315",0,2.008,2,15
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,76539-09003-02,HP KOYO HANGAT HANGER (1X50),,    16.   1.  0. 0 ,    16.   1.  0. 0 ,801,801,"21,301,490","21,301,490",0,0.010,80,572
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,76109-09000-05,HP KAIN ELASTIS ASSORTED 10 STRIP (1X6X30),,     3.   5. 16. 0 ,     3.   5. 16. 0 ,706,706,"3,691,265","3,691,265",0,6.116,1,4
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48835-00026-46,HP AQUA PROTECT KIDS 20S (1X10),,   116.   0.  0. 0 ,   116.   0.  0. 0 ,"1,160","1,160","30,002,344","30,002,344",0,0.002,580,4971
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48830-00000-46,HP ANTISEPTIK PEMBERSIH LUKA 40ML (1X10),,    33.   9.  0. 0 ,    33.   9.  0. 0 ,339,339,"7,598,827","7,598,827",0,16.006,2,14
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48794-00992-00,HANSAPLAST SOFT COMPRESS STERIL 75 X 75 CM (1X10),,    14.   0.  0. 0 ,    14.   0.  0. 0 ,140,140,"2,291,709","2,291,709",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48786-00000-46,HP ANTISEPTIK PEMBERSIH LUKA 20ML (1X20),,     1.   9.  0. 0 ,     0.  17.  0. 0 ,29,17,"345,455","202,508",0,1.014,1,6
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48670-09000-04,HANSAPLAST KIDS MICKEY 10 STRIP (1X6X30),,     2.   0.  0. 0 ,     2.   0.  0. 0 ,360,360,"3,503,794","3,503,794",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48670-09000-03,HANSAPLAST KIDS MICKEY 10 STRIP (1X6X30),,     5.   3.  5. 0 ,     5.   3.  5. 0 ,995,995,"9,684,096","9,684,096",0,0.061,16,112
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48384-00007-49,HP SALEP LUKA 50GR (1X40),,     1.   0.  0. 0 ,     1.   0.  0. 0 ,40,40,"2,725,500","2,725,500",0,0.003,13,92
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48383-00003-49,HP WND HLG OIN 20G EN (1X40),,    42.   0.  0. 0 ,    42.   0.  0. 0 ,"1,680","1,680","57,235,500","57,235,500",0,0.028,60,420
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48383-00003-46,HP WND HLG OIN 20G EN (1X40),,    29.   8.  0. 0 ,    29.   8.  0. 0 ,"1,168","1,168","39,792,300","39,792,300",0,3.009,9,63
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48333-00075-01,HANSAPLAST KAIN ELASTIS FUN 100 LEMBAR (1X50),,     4.   5.  0. 0 ,     3.  49.  0. 0 ,205,199,"5,214,606","5,061,983",0,1.030,3,18
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48333-00074-01,HP KAIN ELASTIS FUN 10 LEMBAR (1X6X30),,    18.   2.  9. 0 ,    18.   2.  9. 0 ,"3,309","3,309","19,113,578","19,113,578",0,4.067,4,29
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48333-00067-03,HP DISNEY MARVEL AVENGERS (1X6X30),,     6.   1. 15. 0 ,     6.   1. 15. 0 ,"1,125","1,125","10,949,355","10,949,355",0,0.046,24,169
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48333-00066-02,HANSAPLAST KAIN ELASTIS 20S (1X10),,     5.   9.  0. 0 ,     5.   9.  0. 0 ,59,59,"590,584","590,584",0,1.001,5,38
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48333-00033-04,HP AQUA PROTECT ENV ASS 6S 100 STRIP (1X10X10),,    17.   3.  2. 0 ,    17.   3.  2. 0 ,"1,732","1,732","19,717,798","19,717,798",0,5.060,3,21
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48332-93757-00,NIVEA EX BRIGHT SUPER 10 YOUTH PRO SERUM 320ML (1X12),,     2.   4.  0. 0 ,     2.   4.  0. 0 ,28,28,"1,833,368","1,833,368",0,0.001,28,210
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48332-89193-00,NBO INTENSIVE MOIST SERUM 180ML (1X24),,    62.   5.  0. 0 ,    62.   2.  0. 0 ,"1,493","1,490","39,530,639","39,451,207",0,2.009,26,181
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48332-83923-00,NM CREME TIN 30 ML (1X144),,     0.  74.  0. 0 ,     0.  74.  0. 0 ,74,74,"1,680,725","1,680,725",0,0.005,15,106
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48332-00165-01,NBO LOTION EXTRA BRIGHT VIT C 180ML (1X24),,    56.   6.  0. 0 ,    56.   6.  0. 0 ,"1,350","1,350","41,765,153","41,765,153",0,2.001,28,191
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48330-00242-00,HANSAPLAST KAIN ELASTIS DUO & ANTISEPTIK (1X20),,     0.  16.  0. 0 ,     0.  16.  0. 0 ,16,16,"1,726,266","1,726,266",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48330-00211-03,HANSAPLAST KAIN ELASTIS 24X10 LBR TOPLES (1X20),,     0.  19.  0. 0 ,     0.  19.  0. 0 ,19,19,"2,152,440","2,152,440",0,0.002,10,81
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,48328-00237-03,HANSAPLAST HANGER DUO ANTISEPTIK + 2637 (1X10),,     0.   8.  0. 0 ,     0.   8.  0. 0 ,8,8,"376,766","376,766",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,40556-09000-05,HP DISNEY FROZEN 7S ASSORTED (1X6X30),,    11.   3. 25. 0 ,    11.   3. 25. 0 ,"2,095","2,095","20,390,132","20,390,132",0,0.075,28,194
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,40172-09000-00,HP TRANSPARAN 10 LEMBAR (1X6X30),,    58.   4. 21. 0 ,    58.   4. 12. 0 ,"10,581","10,572","89,101,437","89,025,649",0,3.040,18,126
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,40056-09000-00,HANSAPLAST MARVEL AVENGERS 10 STRIP (1X6X30),,     1.   0.  0. 0 ,     1.   0.  0. 0 ,180,180,"1,751,897","1,751,897",0,.,0,0
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,09057-09003-02,HP KOYO PANAS HANGER (1X50),,     7.  49.  0. 0 ,     7.  46.  0. 0 ,399,396,"10,610,854","10,531,074",0,0.010,40,272
